,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
414,FC,2024-04-15,91.0,-1.64,5.94,"Henderson, Gunnar",683002,621199,,ball,,,,,14,Gunnar Henderson walks.,R,L,R,BAL,MIN,B,,,2,0,2024,0.16,0.6,1.51,1.68,,,,2,8,Bot,,,,,680777,,,7.623507952183997,-132.28948358642154,-6.145968002973353,0.2905980168486338,27.099255931975225,-24.035802590916923,3.71,1.86,,,,92.0,2347,6.8,747053,621199,680777,467793,666397,669304,650489,668885,621439,666135,53.66,,,,,,,,70,3,Cutter,7,4,7,4,4,7,7,4,Infield shade,Standard,196,0.0,0.036,,
415,FS,2024-04-15,84.0,-1.29,5.99,"Henderson, Gunnar",683002,621199,,ball,,,,,14,Gunnar Henderson walks.,R,L,R,BAL,MIN,B,,,1,0,2024,-0.61,-0.04,0.67,1.63,,,,2,8,Bot,,,,,680777,,,5.7897733271564364,-122.26914748043328,-3.644461007010018,-7.227485965710606,23.763967183496717,-32.08071748630975,3.69,1.81,,,,84.7,1247,6.7,747053,621199,680777,467793,666397,669304,650489,668885,621439,666135,53.83,,,,,,,,70,2,Split-Finger,7,4,7,4,4,7,7,4,Infield shade,Standard,264,0.0,0.024,,
416,FC,2024-04-15,90.9,-1.44,5.88,"Henderson, Gunnar",683002,621199,,ball,,,,,14,Gunnar Henderson walks.,R,L,R,BAL,MIN,B,,,0,0,2024,0.38,0.7,1.89,2.32,,,,2,8,Bot,,,,,680777,,,7.600922510947469,-132.15301331487962,-4.571730215545752,2.8960879613080883,26.739201870086173,-23.243094759278005,3.66,1.85,,,,91.9,2400,6.8,747053,621199,680777,467793,666397,669304,650489,668885,621439,666135,53.69,,,,,,,,70,1,Cutter,7,4,7,4,4,7,7,4,Infield shade,Standard,194,0.0,0.013,,
417,KC,2024-04-15,85.5,-1.58,5.8,"Henderson, Gunnar",683002,686973,single,hit_into_play,,,,,5,Gunnar Henderson singles on a sharp line drive to right fielder Manuel Margot.,R,L,R,BAL,MIN,X,9.0,line_drive,1,0,2024,0.3,-0.54,-0.15,2.87,,,,2,2,Bot,162.99,92.91,,,680777,,,2.7837644759423545,-124.62791396535204,0.4260648336692294,2.644451820733841,23.676233355871457,-38.10768066243735,3.69,1.78,170.0,109.8,8.0,86.6,2597,6.7,747053,686973,680777,467793,666397,669304,571657,668885,621439,622534,53.75,0.783,0.757,0.9,1.0,1.0,0.0,4.0,18,2,Knuckle Curve,2,1,2,1,1,2,2,1,Infield shade,Standard,43,0.012,0.11,79.93691621341887,6.99009
418,KC,2024-04-15,87.1,-1.52,5.72,"Henderson, Gunnar",683002,686973,,ball,,,,,14,Gunnar Henderson singles on a sharp line drive to right fielder Manuel Margot.,R,L,R,BAL,MIN,B,,,0,0,2024,0.37,-0.54,0.6,1.21,,,,2,2,Bot,,,,,680777,,,4.375793421292534,-126.76492441083518,-3.5591999911310634,3.053127843405123,25.736428800204823,-37.5367318616695,3.71,1.73,,,,87.9,2643,6.8,747053,686973,680777,467793,666397,669304,571657,668885,621439,622534,53.74,,,,,,,,18,1,Knuckle Curve,2,1,2,1,1,2,2,1,Infield shade,Standard,38,0.0,0.013,,
419,FC,2024-04-15,90.5,-1.82,5.66,"Henderson, Gunnar",683002,686973,strikeout,swinging_strike,,,,,9,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,S,2.0,,1,2,2024,0.44,0.61,0.6,1.73,,,,0,1,Bot,,,,,680777,,,5.1736235773785,-131.87204003639204,-5.34881233224994,4.300056420422997,22.96170102811629,-24.141014141841005,3.69,1.78,,,,92.1,2692,6.8,747053,686973,680777,467793,666397,669304,571657,668885,621439,622534,53.73,,0.0,0.0,1.0,0.0,0.0,,5,5,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,175,-0.021,-0.166,79.39111862472113,8.00153
420,ST,2024-04-15,85.4,-1.87,5.7,"Henderson, Gunnar",683002,621199,home_run,hit_into_play,,,,,5,Gunnar Henderson homers (4) on a fly ball to right center field.,R,L,R,BAL,MIN,X,,fly_ball,2,1,2024,1.23,0.57,-0.24,2.78,,,,0,6,Bot,210.88,55.32,,,680777,,,1.3608411682038783,-124.42885807371223,-1.7664030901576582,12.590055455415104,23.8140865780246,-26.111752784869505,3.69,1.78,411.0,108.0,30.0,86.3,2501,6.7,747053,621199,680777,467793,666397,669304,571657,668885,621439,622534,53.84,0.98,1.97,2.0,1.0,0.0,3.0,6.0,52,4,Sweeper,6,2,6,2,2,7,7,2,Infield shade,Standard,105,0.021,0.957,79.66464189865198,7.54808
421,KC,2024-04-15,85.5,-1.81,5.62,"Henderson, Gunnar",683002,686973,,foul,,,,,7,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,S,,,1,2,2024,0.4,-0.45,-0.71,2.09,,,,0,1,Bot,,,,,680777,,,1.805917053216858,-124.65668459112446,-1.1983579207552728,3.847609452161656,24.07208934686765,-36.83188196397011,3.69,1.78,238.0,78.3,44.0,86.8,2487,6.9,747053,686973,680777,467793,666397,669304,571657,668885,621439,622534,53.58,,,,,,,,5,4,Knuckle Curve,0,0,0,0,0,0,0,0,Infield shade,Standard,56,0.0,0.0,72.3365325147991,6.91575
422,FC,2024-04-15,91.3,-1.82,5.79,"Henderson, Gunnar",683002,621199,,foul,,,,,5,Gunnar Henderson homers (4) on a fly ball to right center field.,R,L,R,BAL,MIN,S,,,2,0,2024,0.29,0.65,0.12,2.79,,,,0,6,Bot,,,,,680777,,,4.303574076725365,-132.97772592525354,-3.153817459846741,2.695680493595561,25.65487466000279,-24.014471489376643,3.69,1.78,3.0,67.4,-44.0,92.9,2324,6.9,747053,621199,680777,467793,666397,669304,571657,668885,621439,622534,53.56,,,,,,,,52,3,Cutter,6,2,6,2,2,6,6,2,Infield shade,Standard,200,0.0,-0.064,86.36910917399038,7.13242
423,KC,2024-04-15,85.9,-1.64,5.76,"Henderson, Gunnar",683002,686973,,foul,,,,,4,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,S,,,1,1,2024,0.15,-0.45,-0.31,3.07,,,,0,1,Bot,,,,,680777,,,2.8807543203029278,-125.14246884953997,0.7635974604293778,1.0096635727947654,23.114599727276737,-37.317460571460565,3.69,1.78,,,,87.0,2444,6.7,747053,686973,680777,467793,666397,669304,571657,668885,621439,622534,53.75,,,,,,,,5,3,Knuckle Curve,0,0,0,0,0,0,0,0,Infield shade,Standard,41,0.0,-0.052,79.42530778008886,6.72102
424,FF,2024-04-15,95.1,-1.77,5.6,"Henderson, Gunnar",683002,686973,,foul,,,,,5,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,S,,,1,0,2024,-0.42,1.41,-0.01,2.67,,,,0,1,Bot,,,,,680777,,,5.6328609424333305,-138.33786472597623,-5.233859632126578,-6.704910079302707,33.31029978377153,-13.063218650870184,3.69,1.78,221.0,76.7,51.0,96.0,2133,7.0,747053,686973,680777,467793,666397,669304,571657,668885,621439,622534,53.51,,,,,,,,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,217,0.0,-0.05,76.69250024231685,6.92579
425,FC,2024-04-15,91.9,-1.54,5.82,"Henderson, Gunnar",683002,621199,,ball,,,,,12,Gunnar Henderson homers (4) on a fly ball to right center field.,R,L,R,BAL,MIN,B,,,1,0,2024,0.37,1.0,1.53,2.81,,,,0,6,Bot,,,,,680777,,,7.065768882422744,-133.7870062020793,-4.033110078460632,2.963477210104477,27.3274660398364,-19.43598404157492,3.69,1.73,,,,93.2,2289,6.9,747053,621199,680777,467793,666397,669304,571657,668885,621439,622534,53.61,,,,,,,,52,2,Cutter,6,2,6,2,2,6,6,2,Infield shade,Standard,199,0.0,0.07,,
426,FC,2024-04-15,91.1,-1.55,5.78,"Henderson, Gunnar",683002,621199,,ball,,,,,14,Gunnar Henderson homers (4) on a fly ball to right center field.,R,L,R,BAL,MIN,B,,,0,0,2024,0.34,0.96,1.48,2.21,,,,0,6,Bot,,,,,680777,,,6.955894559005665,-132.49060820318425,-5.137650599213229,2.4155620404188745,29.8053496994106,-19.96937356473877,3.65,1.66,,,,91.9,2289,6.9,747053,621199,680777,467793,666397,669304,571657,668885,621439,622534,53.57,,,,,,,,52,1,Cutter,6,2,6,2,2,6,6,2,Infield shade,Standard,196,0.0,0.037,,
427,FF,2024-04-15,96.2,-1.84,5.58,"Henderson, Gunnar",683002,686973,,ball,,,,,11,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,B,,,0,0,2024,-0.66,1.35,-0.98,3.27,,,,0,1,Bot,,,,,680777,,,3.823982895477481,-140.08139342902,-3.6200194276847264,-9.51057773975977,33.22462855153128,-13.816800472958006,3.7,1.81,,,,97.2,2194,6.9,747053,686973,680777,467793,666397,669304,571657,668885,621439,622534,53.56,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,220,0.0,0.037,,
428,SI,2024-04-14,92.4,-2.21,5.65,"Henderson, Gunnar",683002,607067,single,hit_into_play,,,,,4,Gunnar Henderson singles on a ground ball to center fielder Blake Perkins.,R,L,R,BAL,MIL,X,8.0,ground_ball,0,0,2024,-1.16,0.8,-0.49,3.05,,,,1,5,Bot,131.48,91.73,,,596142,,,6.925597443753444,-134.39685011772528,-2.5390670623253464,-15.531926236276677,28.820600592939737,-22.182600331177003,3.67,1.76,73.0,109.9,1.0,92.8,2104,6.6,747056,607067,596142,656555,668930,687401,642715,686894,663368,686217,53.95,0.594,0.573,0.9,1.0,1.0,0.0,4.0,42,1,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,213,0.033,0.26,75.18616397577384,6.91946
429,ST,2024-04-14,82.9,-2.16,5.48,"Henderson, Gunnar",683002,607067,strikeout,called_strike,,,,,7,Gunnar Henderson called out on strikes.,R,L,R,BAL,MIL,S,2.0,,1,2,2024,1.14,-0.26,-0.42,2.04,,,,2,2,Bot,,,,,596142,,,1.7478605936648783,-120.71859254719377,-0.8357697124715903,10.717567524046473,25.01668614563233,-34.775067687136755,3.68,1.72,,,,83.1,2406,6.5,747056,607067,596142,656555,668930,687401,642715,686894,663368,686217,54.0,,0.0,0.0,1.0,0.0,0.0,,18,4,Sweeper,2,1,2,1,1,2,2,1,Strategic,Standard,64,-0.009,-0.066,,
430,SI,2024-04-14,92.4,-2.08,5.49,"Henderson, Gunnar",683002,607067,,swinging_strike,,,,,7,Gunnar Henderson called out on strikes.,R,L,R,BAL,MIL,S,,,1,1,2024,-1.37,0.51,-0.65,2.13,,,,2,2,Bot,,,,,596142,,,6.700846721701257,-134.4073584661694,-3.848303508567533,-18.05482477591566,30.9943022453268,-25.327549589327315,3.67,1.76,,,,92.8,2271,6.7,747056,607067,596142,656555,668930,687401,642715,686894,663368,686217,53.79,,,,,,,,18,3,Sinker,2,1,2,1,1,2,2,1,Strategic,Standard,207,0.0,-0.022,78.24091534613588,7.43658
431,ST,2024-04-14,82.7,-2.08,5.5,"Henderson, Gunnar",683002,607067,,ball,,,,,14,Gunnar Henderson called out on strikes.,R,L,R,BAL,MIL,B,,,0,1,2024,1.2,-0.49,0.09,0.35,,,,2,2,Bot,,,,,596142,,,2.600548328579839,-120.29483328081514,-4.173784096495853,10.949839523774411,27.276804320996767,-36.16096054609604,3.82,1.9,,,,82.4,2891,6.5,747056,607067,596142,656555,668930,687401,642715,686894,663368,686217,54.01,,,,,,,,18,2,Sweeper,2,1,2,1,1,2,2,1,Standard,Standard,9,0.0,0.008,,
432,FC,2024-04-14,89.1,-2.04,5.6,"Henderson, Gunnar",683002,607067,,foul,,,,,3,Gunnar Henderson called out on strikes.,R,L,R,BAL,MIL,S,,,0,0,2024,0.03,0.82,0.48,3.57,,,,2,2,Bot,,,,,596142,,,6.140397196318319,-129.7368772204427,-0.6919910293253454,-0.8542363096077973,25.721898429287247,-22.994364002081934,3.67,1.76,,,,89.8,2196,6.6,747056,607067,596142,656555,668930,687401,642715,686894,663368,686217,53.92,,,,,,,,18,1,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,175,0.0,-0.013,72.05450868369961,6.06438
433,SI,2024-04-14,99.5,-1.37,5.85,"Henderson, Gunnar",683002,682842,single,hit_into_play,,,,,8,Gunnar Henderson singles on a line drive to right fielder Sal Frelick.   Jordan Westburg scores.    Jackson Holliday to 3rd.,R,L,R,BAL,MIL,X,9.0,line_drive,1,0,2024,-1.4,0.49,0.22,1.97,676059.0,,702616.0,0,7,Bot,183.66,126.23,,,596142,,,7.781506518093807,-144.5620943062463,-6.460911472658381,-21.405524864196405,34.68036848064243,-23.996443418387894,3.67,1.76,239.0,101.5,15.0,99.8,2378,6.6,747056,682842,596142,656555,668930,687401,642715,686894,663368,686217,53.88,0.709,0.706,0.9,1.0,1.0,0.0,4.0,59,2,Sinker,3,4,3,4,4,4,4,4,Standard,Standard,208,0.177,0.726,74.2703067932076,7.78818
434,SI,2024-04-14,98.5,-1.46,5.97,"Henderson, Gunnar",683002,682842,,ball,,,,,1,Gunnar Henderson singles on a line drive to right fielder Sal Frelick.   Jordan Westburg scores.    Jackson Holliday to 3rd.,R,L,R,BAL,MIL,B,,,0,0,2024,-1.41,0.61,-0.63,3.68,676059.0,,702616.0,0,7,Bot,,,,,596142,,,5.549036379790197,-143.31203479714353,-2.1658945002477488,-20.676571743046917,34.28763540278927,-23.45730722815102,3.74,1.87,,,,99.0,2807,6.7,747056,682842,596142,656555,668930,687401,642715,686894,663368,686217,53.85,,,,,,,,59,1,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,199,0.0,0.01,,
435,ST,2024-04-14,84.4,-1.95,5.68,"Henderson, Gunnar",683002,607067,hit_by_pitch,hit_by_pitch,,,,,14,Gunnar Henderson hit by pitch.,R,L,R,BAL,MIL,B,,,2,2,2024,0.9,-0.13,1.79,0.78,,,,0,1,Bot,,,,,596142,,,6.933132986161352,-122.64391782967591,-4.721605934738419,7.554436226830879,25.557945409554986,-32.749071145004805,3.67,1.76,,,,84.4,2267,6.5,747056,607067,596142,656555,668930,687401,642715,686894,663368,686217,54.01,,0.728052,0.7,1.0,0.0,0.0,,6,5,Sweeper,0,1,0,1,1,0,0,1,Strategic,Standard,52,0.038,0.442,,
436,ST,2024-04-14,81.3,-2.07,5.67,"Henderson, Gunnar",683002,607067,,called_strike,,,,,13,Gunnar Henderson hit by pitch.,R,L,R,BAL,MIL,S,,,2,1,2024,1.01,0.18,-0.98,1.94,,,,0,1,Bot,,,,,596142,,,0.4926993336589603,-118.283222462219,-1.9729921659497995,9.229562937338333,26.484235332894517,-30.35823039353591,3.36,1.63,,,,80.5,2225,6.2,747056,607067,596142,656555,668930,687401,642715,686894,663368,686217,54.33,,,,,,,,6,4,Sweeper,0,1,0,1,1,0,0,1,Standard,Standard,73,0.0,-0.068,,
437,FC,2024-04-14,86.9,-1.95,5.74,"Henderson, Gunnar",683002,607067,,called_strike,,,,,11,Gunnar Henderson hit by pitch.,R,L,R,BAL,MIL,S,,,2,0,2024,-0.05,0.6,-1.02,2.86,,,,0,1,Bot,,,,,596142,,,2.3378071434900103,-126.66993221177684,-2.0166833217801186,-1.0090770348654503,24.276936614748827,-25.53831051620685,3.69,1.73,,,,87.4,2213,6.4,747056,607067,596142,656555,668930,687401,642715,686894,663368,686217,54.11,,,,,,,,6,3,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,169,0.0,-0.064,,
438,FC,2024-04-14,88.4,-2.05,5.73,"Henderson, Gunnar",683002,607067,,ball,,,,,11,Gunnar Henderson hit by pitch.,R,L,R,BAL,MIL,B,,,1,0,2024,-0.06,0.87,-1.32,3.23,,,,0,1,Bot,,,,,596142,,,1.91289516561841,-128.79896259897703,-1.9043265947697816,-1.0673569779076448,24.64537747628425,-22.2397873169324,3.68,1.72,,,,88.9,2256,6.4,747056,607067,596142,656555,668930,687401,642715,686894,663368,686217,54.13,,,,,,,,6,2,Cutter,0,1,0,1,1,0,0,1,Standard,Strategic,185,0.0,0.07,,
439,FF,2024-04-14,92.7,-1.88,5.8,"Henderson, Gunnar",683002,607067,,ball,,,,,14,Gunnar Henderson hit by pitch.,R,L,R,BAL,MIL,B,,,0,0,2024,-0.58,0.99,1.15,2.13,,,,0,1,Bot,,,,,596142,,,8.995316871189758,-134.7331585767267,-5.749396287779163,-9.00182405930344,27.919049261818177,-19.034121208072506,3.82,1.83,,,,92.7,2206,6.3,747056,607067,596142,656555,668930,687401,642715,686894,663368,686217,54.24,,,,,,,,6,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,211,0.0,0.037,,
440,SL,2024-04-13,82.0,3.31,5.41,"Henderson, Gunnar",683002,669084,force_out,hit_into_play,,,,,7,"Gunnar Henderson grounds into a force out, first baseman Jake Bauers to shortstop Willy Adames.   Jorge Mateo out at 2nd.    Gunnar Henderson to 1st.",R,L,L,BAL,MIL,X,3.0,ground_ball,1,1,2024,-0.95,-0.25,-0.53,2.32,,,622761.0,0,4,Bot,145.17,166.16,,,661388,,,-6.9128881234581305,-119.28069391595577,0.0754617085507538,-7.706997414239841,23.816825331783257,-34.75207567683324,3.67,1.76,8.0,82.9,-16.0,82.7,2469,6.8,747054,669084,661388,641343,668930,686554,642715,686217,663368,694192,53.65,0.1,0.109,0.0,1.0,0.0,0.0,2.0,44,3,Slider,5,8,5,8,8,5,5,8,Standard,Standard,296,-0.038,-0.522,73.37464000587019,7.59085
441,SL,2024-04-13,83.2,3.13,5.37,"Henderson, Gunnar",683002,669084,,ball,,,,,13,"Gunnar Henderson grounds into a force out, first baseman Jake Bauers to shortstop Willy Adames.   Jorge Mateo out at 2nd.    Gunnar Henderson to 1st.",R,L,L,BAL,MIL,B,,,0,1,2024,-0.75,-0.2,-1.18,1.06,,,622761.0,0,4,Bot,,,,,661388,,,-8.525070883183924,-120.83726733152136,-2.9797703136408846,-5.356468187187926,26.648668895853326,-33.641215730331766,3.77,1.84,,,,83.6,2405,7.0,747054,669084,661388,641343,668930,686554,642715,686217,663368,694192,53.52,,,,,,,,44,2,Slider,5,8,5,8,8,5,5,8,Standard,Standard,298,0.0,0.073,,
442,FF,2024-04-13,92.3,3.15,5.42,"Henderson, Gunnar",683002,669084,,called_strike,,,,,5,"Gunnar Henderson grounds into a force out, first baseman Jake Bauers to shortstop Willy Adames.   Jorge Mateo out at 2nd.    Gunnar Henderson to 1st.",R,L,L,BAL,MIL,S,,,0,0,2024,0.32,1.29,-0.16,2.83,,,622761.0,0,4,Bot,,,,,661388,,,-9.271795130833608,-134.11293441274253,-3.59328718869626,6.010379102270817,30.79075774768812,-16.080206614917802,3.84,1.91,,,,93.6,2131,7.3,747054,669084,661388,641343,668930,686554,642715,686217,663368,694192,53.25,,,,,,,,44,1,4-Seam Fastball,5,8,5,8,8,5,5,8,Standard,Standard,139,0.0,-0.081,,
443,FF,2024-04-13,92.4,2.97,5.65,"Henderson, Gunnar",683002,669084,single,hit_into_play,,,,,5,Gunnar Henderson singles on a ground ball to center fielder Blake Perkins.   Colton Cowser scores.,R,L,L,BAL,MIL,X,8.0,ground_ball,2,0,2024,0.34,1.02,-0.21,2.4,,681297.0,,2,2,Bot,140.6,99.52,,,661388,,,-8.918565627556871,-134.22616383646718,-4.7010658977041135,6.061984487383642,28.955360255099205,-18.95362086995776,3.67,1.76,73.0,112.8,2.0,93.2,2121,6.9,747054,669084,661388,641343,668930,686554,642715,686217,663368,694192,53.64,0.583,0.533,0.9,1.0,1.0,0.0,4.0,20,3,4-Seam Fastball,3,1,3,1,1,4,4,1,Standard,Strategic,147,0.073,0.736,76.34919447831588,7.23933
444,FF,2024-04-13,91.9,3.05,5.49,"Henderson, Gunnar",683002,669084,,ball,,,,,14,Gunnar Henderson singles on a ground ball to center fielder Blake Perkins.   Colton Cowser scores.,R,L,L,BAL,MIL,B,,,1,0,2024,0.29,0.97,1.06,2.63,,681297.0,,2,2,Bot,,,,,661388,,,-5.780932703068013,-133.7377698099846,-3.5968212749115205,4.618967376886932,26.64818849252807,-19.944467374404127,3.78,1.88,,,,93.8,2093,7.2,747054,669084,661388,641343,668930,686554,642715,686217,663368,694192,53.29,,,,,,,,20,2,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Strategic,139,0.0,0.007,,
445,SL,2024-04-13,81.8,3.23,5.45,"Henderson, Gunnar",683002,669084,,ball,,,,,14,Gunnar Henderson singles on a ground ball to center fielder Blake Perkins.   Colton Cowser scores.,R,L,L,BAL,MIL,B,,,0,0,2024,-1.05,0.14,1.23,2.43,,681297.0,,2,2,Bot,,,,,661388,,,-2.499676131233557,-119.24786243009316,-0.5669058028353587,-9.640053311797349,21.407950855008583,-30.97225040491011,3.79,1.85,,,,82.9,2379,6.8,747054,669084,661388,641343,668930,686554,642715,686217,663368,694192,53.73,,,,,,,,20,1,Slider,3,1,3,1,1,3,3,1,Standard,Strategic,304,0.0,0.011,,
446,SI,2024-04-13,87.0,4.23,4.43,"Henderson, Gunnar",683002,571948,field_out,hit_into_play,,,,,5,"Gunnar Henderson grounds out, third baseman Joey Ortiz to first baseman Jake Bauers.",R,L,L,BAL,MIL,X,5.0,ground_ball,2,1,2024,1.31,0.32,0.21,3.03,,,,2,8,Bot,104.56,164.12,,,661388,,,-12.458286957066708,-126.13188204279584,2.24876952306275,16.473065688645903,25.28438200202988,-29.451910121431723,3.67,1.76,26.0,92.3,-5.0,87.9,1011,7.0,747054,571948,661388,641343,668930,687401,642715,686217,663368,694192,53.45,0.217,0.239,0.0,1.0,0.0,0.0,2.0,80,4,Sinker,5,11,5,11,11,5,5,11,Standard,Standard,155,-0.001,-0.112,73.72059938464861,6.02903
447,SI,2024-04-13,86.5,4.26,4.34,"Henderson, Gunnar",683002,571948,,ball,,,,,14,"Gunnar Henderson grounds out, third baseman Joey Ortiz to first baseman Jake Bauers.",R,L,L,BAL,MIL,B,,,1,1,2024,1.48,-0.02,1.63,1.89,,,,2,8,Bot,,,,,661388,,,-9.394527930695885,-125.60726809812384,0.516720588853929,17.656483828405662,28.18615513819468,-32.748660496862215,3.79,1.82,,,,86.9,1956,6.9,747054,571948,661388,641343,668930,687401,642715,686217,663368,694192,53.6,,,,,,,,80,3,Sinker,5,11,5,11,11,5,5,11,Standard,Standard,11,0.0,0.023,,
448,SI,2024-04-13,86.8,4.33,4.35,"Henderson, Gunnar",683002,571948,,ball,,,,,14,"Gunnar Henderson grounds out, third baseman Joey Ortiz to first baseman Jake Bauers.",R,L,L,BAL,MIL,B,,,0,1,2024,1.51,0.28,0.13,1.42,,,,2,8,Bot,,,,,661388,,,-13.161340328347151,-125.73505585084128,-1.343223148066478,18.75387316355442,25.84753997602262,-29.09736732897326,3.8,1.83,,,,86.8,1034,6.6,747054,571948,661388,641343,668930,687401,642715,686217,663368,694192,53.92,,,,,,,,80,2,Sinker,5,11,5,11,11,5,5,11,Standard,Standard,129,0.0,0.008,,
449,ST,2024-04-13,78.9,4.17,4.52,"Henderson, Gunnar",683002,571948,,called_strike,,,,,8,"Gunnar Henderson grounds out, third baseman Joey Ortiz to first baseman Jake Bauers.",R,L,L,BAL,MIL,S,,,0,0,2024,-0.9,0.12,0.15,2.16,,,,2,8,Bot,,,,,661388,,,-7.10424233434074,-114.64881266404537,1.5423799980050046,-6.469982596136547,22.908160927297278,-31.7046143041116,3.68,1.73,,,,79.1,2002,6.7,747054,571948,661388,641343,668930,687401,642715,686217,663368,694192,53.81,,,,,,,,80,1,Sweeper,5,11,5,11,11,5,5,11,Standard,Standard,228,0.0,-0.013,,
450,FF,2024-04-13,91.9,3.04,5.39,"Henderson, Gunnar",683002,663542,strikeout,called_strike,,,,,4,Gunnar Henderson called out on strikes.,R,L,L,BAL,MIL,S,2.0,,0,2,2024,0.63,1.12,-0.81,2.66,,,,1,6,Bot,,,,,661388,,,-11.336447076253837,-133.26091141260582,-3.4758142103771896,10.017994351281692,29.81407284415904,-18.2494491919895,3.78,1.89,,,,93.3,2372,7.4,747054,663542,661388,641343,668930,687401,642715,686217,663368,694192,53.12,,0.0,0.0,1.0,0.0,0.0,,60,3,4-Seam Fastball,5,8,5,8,8,5,5,8,Strategic,Standard,125,-0.017,-0.102,,
451,ST,2024-04-13,79.8,3.52,4.82,"Henderson, Gunnar",683002,663542,,foul,,,,,13,Gunnar Henderson called out on strikes.,R,L,L,BAL,MIL,S,,,0,1,2024,-1.35,-0.62,-0.44,1.35,,,,1,6,Bot,,,,,661388,,,-6.3060933161372335,-115.93692164908312,0.4082260840022975,-10.709399136108797,24.50744809349009,-38.020620708016125,3.67,1.76,2.0,39.1,-33.0,81.3,2149,7.7,747054,663542,661388,641343,668930,687401,642715,686217,663368,694192,52.8,,,,,,,,60,2,Sweeper,5,8,5,8,8,5,5,8,Standard,Standard,300,0.0,-0.034,69.91510472218815,8.02068
452,ST,2024-04-13,80.1,3.6,4.91,"Henderson, Gunnar",683002,663542,,swinging_strike,,,,,13,Gunnar Henderson called out on strikes.,R,L,L,BAL,MIL,S,,,0,0,2024,-1.33,-0.55,-1.01,2.18,,,,1,6,Bot,,,,,661388,,,-7.8220058385198685,-116.25307044999909,2.004017898480919,-9.903892100819244,27.8405030052634,-37.80589986988228,3.67,1.76,,,,80.7,1945,7.5,747054,663542,661388,641343,668930,687401,642715,686217,663368,694192,53.01,,,,,,,,60,1,Sweeper,5,8,5,8,8,5,5,8,Standard,Standard,300,0.0,-0.023,87.4121267301575,7.58735
453,FF,2024-04-13,93.2,3.03,5.61,"Henderson, Gunnar",683002,669084,field_out,hit_into_play,,,,,2,Gunnar Henderson flies out to center fielder Blake Perkins.,R,L,L,BAL,MIL,X,8.0,fly_ball,0,0,2024,0.63,1.47,0.19,3.34,,,,0,1,Bot,116.73,54.34,,,661388,,,-8.790097017329433,-135.51321167249125,-3.3259643584036005,9.73431631549282,29.51412096855686,-13.499451126920349,3.67,1.76,359.0,89.7,30.0,94.2,2179,6.9,747054,669084,661388,641343,668930,686554,642715,686217,663368,694192,53.62,0.083,0.104,0.0,1.0,0.0,0.0,3.0,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,144,-0.021,-0.231,76.44894573425398,7.13551
